id;authid;authname;surname;affilname;affiliation_city;affiliation_country;title;review;text;citedby_count;author_count;keywords;year;subjects_area;nref;review2
292;7101991882;Milne G.R.;Milne;Isenberg School of Management;Amherst;United States;Mindful consumption: Three consumer segment views;Australasian Marketing Journal;As consumers are moving away from mindless consumerism, a mindful consumption literature has emerged that is based on Buddhist and psychological perspectives of mindfulness. While the idea of mindful consumption has great potential, there is little empirical research to date that comprehensively examines the consumer perspective on the role of mindfulness on consumption. To provide a grounded consumer perspective, the authors segment mindful consumption views from open-end text using a mixed method of clustering and text mining. By analyzing the segmentation structure, the authors discover various consumer views of mindful consumption, such as careful economic based consumption, monitoring activities of firms, and being informed about the impact of consumption choices. The authors compare the empirical results with the academic literature to provide directions for future research.;38;3;Mindful consumption | Mindfulness | Segmentation | Sustainability | Text mining;2020;Economics and Econometrics | Marketing;39;Australasian Marketing Journal
292;56233503500;Villarroel Ordenes F.;Villarroel Ordenes;Isenberg School of Management;Amherst;United States;Mindful consumption: Three consumer segment views;Australasian Marketing Journal;As consumers are moving away from mindless consumerism, a mindful consumption literature has emerged that is based on Buddhist and psychological perspectives of mindfulness. While the idea of mindful consumption has great potential, there is little empirical research to date that comprehensively examines the consumer perspective on the role of mindfulness on consumption. To provide a grounded consumer perspective, the authors segment mindful consumption views from open-end text using a mixed method of clustering and text mining. By analyzing the segmentation structure, the authors discover various consumer views of mindful consumption, such as careful economic based consumption, monitoring activities of firms, and being informed about the impact of consumption choices. The authors compare the empirical results with the academic literature to provide directions for future research.;38;3;Mindful consumption | Mindfulness | Segmentation | Sustainability | Text mining;2020;Economics and Econometrics | Marketing;39;Australasian Marketing Journal
292;57211120046;Kaplan B.;Kaplan;Southern Connecticut State University;New Haven;United States;Mindful consumption: Three consumer segment views;Australasian Marketing Journal;As consumers are moving away from mindless consumerism, a mindful consumption literature has emerged that is based on Buddhist and psychological perspectives of mindfulness. While the idea of mindful consumption has great potential, there is little empirical research to date that comprehensively examines the consumer perspective on the role of mindfulness on consumption. To provide a grounded consumer perspective, the authors segment mindful consumption views from open-end text using a mixed method of clustering and text mining. By analyzing the segmentation structure, the authors discover various consumer views of mindful consumption, such as careful economic based consumption, monitoring activities of firms, and being informed about the impact of consumption choices. The authors compare the empirical results with the academic literature to provide directions for future research.;38;3;Mindful consumption | Mindfulness | Segmentation | Sustainability | Text mining;2020;Economics and Econometrics | Marketing;39;Australasian Marketing Journal
293;6506002212;Asllani A.;Asllani;University of Tennessee at Chattanooga;Chattanooga;United States;A Text Mining Investigation of the Presence and Emotional Impact of Religious Language in Service Organizations’ Websites;Services Marketing Quarterly;Christian religious language in marketing communications is becoming more common, and many Christian-based service firms communicate religiosity via company websites. The impact of religious language in company websites has not been directly addressed, however. Consequently, using a novel text mining methodology, this research examines the presence and impact of religious language on organizations’ websites over a 10-year period, including the emotional sentiments of the language and their intensity. The most frequently used religious words are identified and discussed, as is how the religious language contributes to the emotional tone of the message.;0;3;emotions | religious firms | service firms | text mining | Web discourse;2020;Business, Management and Accounting (miscellaneous);60;Services Marketing Quarterly
293;56976759300;Halstead D.;Halstead;University of Tennessee at Chattanooga;Chattanooga;United States;A Text Mining Investigation of the Presence and Emotional Impact of Religious Language in Service Organizations’ Websites;Services Marketing Quarterly;Christian religious language in marketing communications is becoming more common, and many Christian-based service firms communicate religiosity via company websites. The impact of religious language in company websites has not been directly addressed, however. Consequently, using a novel text mining methodology, this research examines the presence and impact of religious language on organizations’ websites over a 10-year period, including the emotional sentiments of the language and their intensity. The most frequently used religious words are identified and discussed, as is how the religious language contributes to the emotional tone of the message.;0;3;emotions | religious firms | service firms | text mining | Web discourse;2020;Business, Management and Accounting (miscellaneous);60;Services Marketing Quarterly
293;7103021511;Taylor V.A.;Taylor;University of Tennessee at Chattanooga;Chattanooga;United States;A Text Mining Investigation of the Presence and Emotional Impact of Religious Language in Service Organizations’ Websites;Services Marketing Quarterly;Christian religious language in marketing communications is becoming more common, and many Christian-based service firms communicate religiosity via company websites. The impact of religious language in company websites has not been directly addressed, however. Consequently, using a novel text mining methodology, this research examines the presence and impact of religious language on organizations’ websites over a 10-year period, including the emotional sentiments of the language and their intensity. The most frequently used religious words are identified and discussed, as is how the religious language contributes to the emotional tone of the message.;0;3;emotions | religious firms | service firms | text mining | Web discourse;2020;Business, Management and Accounting (miscellaneous);60;Services Marketing Quarterly
294;57936702000;Park K.K.C.;Park;Korea Advanced Institute of Science and Technology;Daejeon;South Korea;Understanding Brand Image from Consumer-generated Hashtags;Asia Marketing Journal;Social media has emerged as a major hub of engagement between brands and consumers in recent years, and allows user-generated content to serve as a powerful means of encouraging communication between the sides. However, it is challenging to negotiate user-generated content owing to its lack of structure and the enormous amount generated. This study focuses on the hashtag, a metadata tag that reflects customers’ brand perception through social media platforms. Online users share their knowledge and impressions using a wide variety of hashtags. We examine hashtags that co-occur with particular branded hashtags on the social media platform, Instagram, to derive insights about brand perception. We apply text mining technology and network analysis to identify the perceptions of brand images among consumers on the site, where this helps distinguish among the diverse personalities of the brands. This study contributes to highlighting the value of hashtags in constructing brand personality in the context of online marketing.;2;2;brand image | hashtag | marketing research | text mining;2020;Marketing;28;Asia Marketing Journal
294;56242280900;Kim H.J.;Kim;Korea Advanced Institute of Science and Technology;Daejeon;South Korea;Understanding Brand Image from Consumer-generated Hashtags;Asia Marketing Journal;Social media has emerged as a major hub of engagement between brands and consumers in recent years, and allows user-generated content to serve as a powerful means of encouraging communication between the sides. However, it is challenging to negotiate user-generated content owing to its lack of structure and the enormous amount generated. This study focuses on the hashtag, a metadata tag that reflects customers’ brand perception through social media platforms. Online users share their knowledge and impressions using a wide variety of hashtags. We examine hashtags that co-occur with particular branded hashtags on the social media platform, Instagram, to derive insights about brand perception. We apply text mining technology and network analysis to identify the perceptions of brand images among consumers on the site, where this helps distinguish among the diverse personalities of the brands. This study contributes to highlighting the value of hashtags in constructing brand personality in the context of online marketing.;2;2;brand image | hashtag | marketing research | text mining;2020;Marketing;28;Asia Marketing Journal
295;36462422500;Capriello A.;Capriello;"Università degli Studi del Piemonte Orientale ""Amedeo Avogadro""";Vercelli;Italy;"Marketers; unintended consequences of improving the consumer food experience: Discovering the key drivers";Case Studies on Food Experiences in Marketing, Retail, and Events;This study aims to explore the key drivers of the unintended consequences of marketers’ strategies to improve the consumer food experience. With a focus on the evolution of studies between 2000 and 2019, this study adopts a comparative automated content analysis using Leximancer, a text-mining tool for analyzing and visualizing concepts and themes in texts. For this analysis, we select 52 relevant journal articles. The findings reveal that marketing strategies and policies are the key drivers of unintended consequences of improving the consumer experience, engendering critical issues including obesity, materialistic orientation, overeating, and customers’ unaware decision processes. We conclude by highlighting the importance of interdisciplinary and multidisciplinary studies to advance the research activity in this field.;0;2;Automated content analysis | Consumer food experience | Food marketing | Leximancer | Unintended consequences;2020;Economics, Econometrics and Finance (all) | Business, Management and Accounting (all);61;Case Studies on Food Experiences in Marketing, Retail, and Events
295;56575985100;Hassan R.;Hassan;Othman Yeop Abdullah Graduate School of Business;Kuala Lumpur;Malaysia;"Marketers; unintended consequences of improving the consumer food experience: Discovering the key drivers";Case Studies on Food Experiences in Marketing, Retail, and Events;This study aims to explore the key drivers of the unintended consequences of marketers’ strategies to improve the consumer food experience. With a focus on the evolution of studies between 2000 and 2019, this study adopts a comparative automated content analysis using Leximancer, a text-mining tool for analyzing and visualizing concepts and themes in texts. For this analysis, we select 52 relevant journal articles. The findings reveal that marketing strategies and policies are the key drivers of unintended consequences of improving the consumer experience, engendering critical issues including obesity, materialistic orientation, overeating, and customers’ unaware decision processes. We conclude by highlighting the importance of interdisciplinary and multidisciplinary studies to advance the research activity in this field.;0;2;Automated content analysis | Consumer food experience | Food marketing | Leximancer | Unintended consequences;2020;Economics, Econometrics and Finance (all) | Business, Management and Accounting (all);61;Case Studies on Food Experiences in Marketing, Retail, and Events
305;57204795068;Lappeman J.;Lappeman;University of Cape Town;Cape Town;South Africa;The effect of nWOM firestorms on South African retail banking;International Journal of Bank Marketing;Purpose: This study analysed the effect of online negative word-of-mouth (nWOM) firestorms in the retail banking sector. By understanding negative sentiment and sentiment recovery across an entire retail banking sector, the research exposed a unique view of banking in South Africa. Design/methodology/approach: The study made use of both a sentiment and topic analysis of over 1.7 million social media posts in South Africa. The methodology made use of both NLP and human validation techniques to measure changes in social media sentiment during online firestorms. This measurement included each of South Africa's major retail banks over a twelve month period. Findings: From the analysis, key trigger characteristics for these firestorms (product failures, service failures, social failures and communication failures) were categorised. In addition, the average duration of a firestorm was calculated and factors that impact sentiment recovery were explored. Originality/value: The study was located in South Africa and, unlike firm level studies, researched nWOM for the whole retail banking sector. A theoretical footprint depicting the typical anatomy of a firestorm was derived in order to aid stakeholders to be more vigilant and better equipped to provide correct intervention in such times of crisis.;7;4;Negative word-of-mouth (nWOM) | Online firestorms | Retail banks | Sentiment analysis | Social media;2020;Marketing;68;International Journal of Bank Marketing
305;57216224330;Clark R.;Clark;University of Cape Town;Cape Town;South Africa;The effect of nWOM firestorms on South African retail banking;International Journal of Bank Marketing;Purpose: This study analysed the effect of online negative word-of-mouth (nWOM) firestorms in the retail banking sector. By understanding negative sentiment and sentiment recovery across an entire retail banking sector, the research exposed a unique view of banking in South Africa. Design/methodology/approach: The study made use of both a sentiment and topic analysis of over 1.7 million social media posts in South Africa. The methodology made use of both NLP and human validation techniques to measure changes in social media sentiment during online firestorms. This measurement included each of South Africa's major retail banks over a twelve month period. Findings: From the analysis, key trigger characteristics for these firestorms (product failures, service failures, social failures and communication failures) were categorised. In addition, the average duration of a firestorm was calculated and factors that impact sentiment recovery were explored. Originality/value: The study was located in South Africa and, unlike firm level studies, researched nWOM for the whole retail banking sector. A theoretical footprint depicting the typical anatomy of a firestorm was derived in order to aid stakeholders to be more vigilant and better equipped to provide correct intervention in such times of crisis.;7;4;Negative word-of-mouth (nWOM) | Online firestorms | Retail banks | Sentiment analysis | Social media;2020;Marketing;68;International Journal of Bank Marketing
305;57216225106;Evans J.;Evans;University of Cape Town;Cape Town;South Africa;The effect of nWOM firestorms on South African retail banking;International Journal of Bank Marketing;Purpose: This study analysed the effect of online negative word-of-mouth (nWOM) firestorms in the retail banking sector. By understanding negative sentiment and sentiment recovery across an entire retail banking sector, the research exposed a unique view of banking in South Africa. Design/methodology/approach: The study made use of both a sentiment and topic analysis of over 1.7 million social media posts in South Africa. The methodology made use of both NLP and human validation techniques to measure changes in social media sentiment during online firestorms. This measurement included each of South Africa's major retail banks over a twelve month period. Findings: From the analysis, key trigger characteristics for these firestorms (product failures, service failures, social failures and communication failures) were categorised. In addition, the average duration of a firestorm was calculated and factors that impact sentiment recovery were explored. Originality/value: The study was located in South Africa and, unlike firm level studies, researched nWOM for the whole retail banking sector. A theoretical footprint depicting the typical anatomy of a firestorm was derived in order to aid stakeholders to be more vigilant and better equipped to provide correct intervention in such times of crisis.;7;4;Negative word-of-mouth (nWOM) | Online firestorms | Retail banks | Sentiment analysis | Social media;2020;Marketing;68;International Journal of Bank Marketing
305;57216226895;Sierra-Rubia L.;Sierra-Rubia;Cape Town;Cape Town;South Africa;The effect of nWOM firestorms on South African retail banking;International Journal of Bank Marketing;Purpose: This study analysed the effect of online negative word-of-mouth (nWOM) firestorms in the retail banking sector. By understanding negative sentiment and sentiment recovery across an entire retail banking sector, the research exposed a unique view of banking in South Africa. Design/methodology/approach: The study made use of both a sentiment and topic analysis of over 1.7 million social media posts in South Africa. The methodology made use of both NLP and human validation techniques to measure changes in social media sentiment during online firestorms. This measurement included each of South Africa's major retail banks over a twelve month period. Findings: From the analysis, key trigger characteristics for these firestorms (product failures, service failures, social failures and communication failures) were categorised. In addition, the average duration of a firestorm was calculated and factors that impact sentiment recovery were explored. Originality/value: The study was located in South Africa and, unlike firm level studies, researched nWOM for the whole retail banking sector. A theoretical footprint depicting the typical anatomy of a firestorm was derived in order to aid stakeholders to be more vigilant and better equipped to provide correct intervention in such times of crisis.;7;4;Negative word-of-mouth (nWOM) | Online firestorms | Retail banks | Sentiment analysis | Social media;2020;Marketing;68;International Journal of Bank Marketing
307;26530887100;Aggarwal A.G.;Aggarwal;University of Delhi;New Delhi;India;Analysing the interrelationship between online reviews and sales: The role of review length and sentiment index in electronic markets;International Journal of Internet Marketing and Advertising;With the advent of electronic commerce, online customer reviews (OCRs) have become a significant source of information related to a product/service. Nowadays, lot of research is being carried out to understand the role played by OCRs on the buying intentions and product evaluation of the prospective customers. In this paper, we use log linear regression models to include the effects of product price, review length, review volume and sentiments (positive or negative words) on the sales of a product. Using Amazon.com review dataset, we show that in addition to the price, the customers are influenced by review volume, length, star rating and sentiment of reviews' text. We have also discussed the managerial as well as theoretical implication of the regression-based sales modelling integrated with information processing technique of text mining and sentiment analysis.;4;2;Electronic commerce | OCRs | Online customer reviews | Review length | Sentiment analysis | Sentiment index | Text mining;2020;Marketing;32;International Journal of Internet Marketing and Advertising
307;57216956462;Aakash;Aakash;University of Delhi;New Delhi;India;Analysing the interrelationship between online reviews and sales: The role of review length and sentiment index in electronic markets;International Journal of Internet Marketing and Advertising;With the advent of electronic commerce, online customer reviews (OCRs) have become a significant source of information related to a product/service. Nowadays, lot of research is being carried out to understand the role played by OCRs on the buying intentions and product evaluation of the prospective customers. In this paper, we use log linear regression models to include the effects of product price, review length, review volume and sentiments (positive or negative words) on the sales of a product. Using Amazon.com review dataset, we show that in addition to the price, the customers are influenced by review volume, length, star rating and sentiment of reviews' text. We have also discussed the managerial as well as theoretical implication of the regression-based sales modelling integrated with information processing technique of text mining and sentiment analysis.;4;2;Electronic commerce | OCRs | Online customer reviews | Review length | Sentiment analysis | Sentiment index | Text mining;2020;Marketing;32;International Journal of Internet Marketing and Advertising
308;57192699976;Pitt C.;Pitt;The Royal Institute of Technology (KTH);Stockholm;Sweden;Accommodation eWOM in the sharing economy: automated text comparisons from a large sample;Journal of Hospitality Marketing and Management;Across many industries, individuals are increasingly relying on customer ratings and reviews on social media. While customer reviews often provide detailed diagnostic information about experiences, customer ratings often reduce the experience down to a simple number. Moreover, there is evidence to support that customer rating inflation is occurring on social media sites over time, especially in the sharing economy, and especially with regard to travel and tourism experiences. This paper conceptualizes how customer experiences are reduced into customer reviews and further abridged into customer ratings in both the traditional and sharing economy contexts. We propose that customers observe how service providers present themselves as a professional (established chain hotel) or amateur (owner operated vacation rental apartment), and then form different service expectations and perceptions accordingly. We investigate 55,110 customer reviews and ratings of New York City’s accommodation providers and indeed find evidence of rating inflation over the eight years studied.;4;3;amateur service providers | automated text analysis | Customer rating inflation | customer reviews | sharing economy;2020;Management Information Systems | Tourism, Leisure and Hospitality Management | Marketing;57;Journal of Hospitality Marketing and Management
308;36867799800;Plangger K.;Plangger;King’s Business School;London;United Kingdom;Accommodation eWOM in the sharing economy: automated text comparisons from a large sample;Journal of Hospitality Marketing and Management;Across many industries, individuals are increasingly relying on customer ratings and reviews on social media. While customer reviews often provide detailed diagnostic information about experiences, customer ratings often reduce the experience down to a simple number. Moreover, there is evidence to support that customer rating inflation is occurring on social media sites over time, especially in the sharing economy, and especially with regard to travel and tourism experiences. This paper conceptualizes how customer experiences are reduced into customer reviews and further abridged into customer ratings in both the traditional and sharing economy contexts. We propose that customers observe how service providers present themselves as a professional (established chain hotel) or amateur (owner operated vacation rental apartment), and then form different service expectations and perceptions accordingly. We investigate 55,110 customer reviews and ratings of New York City’s accommodation providers and indeed find evidence of rating inflation over the eight years studied.;4;3;amateur service providers | automated text analysis | Customer rating inflation | customer reviews | sharing economy;2020;Management Information Systems | Tourism, Leisure and Hospitality Management | Marketing;57;Journal of Hospitality Marketing and Management
308;57203066773;Eriksson T.;Eriksson;Luleå University of Technology;Lulea;Sweden;Accommodation eWOM in the sharing economy: automated text comparisons from a large sample;Journal of Hospitality Marketing and Management;Across many industries, individuals are increasingly relying on customer ratings and reviews on social media. While customer reviews often provide detailed diagnostic information about experiences, customer ratings often reduce the experience down to a simple number. Moreover, there is evidence to support that customer rating inflation is occurring on social media sites over time, especially in the sharing economy, and especially with regard to travel and tourism experiences. This paper conceptualizes how customer experiences are reduced into customer reviews and further abridged into customer ratings in both the traditional and sharing economy contexts. We propose that customers observe how service providers present themselves as a professional (established chain hotel) or amateur (owner operated vacation rental apartment), and then form different service expectations and perceptions accordingly. We investigate 55,110 customer reviews and ratings of New York City’s accommodation providers and indeed find evidence of rating inflation over the eight years studied.;4;3;amateur service providers | automated text analysis | Customer rating inflation | customer reviews | sharing economy;2020;Management Information Systems | Tourism, Leisure and Hospitality Management | Marketing;57;Journal of Hospitality Marketing and Management
309;57216220310;Howarth P.;Howarth;Pansensic Limited;Bude;United Kingdom;Why human involvement is still required to move text analytics technologies leveraged with artificial intelligence from the trough of disillusionment to the plateau of productivity;Applied Marketing Analytics;The text analytics market, which has been predicted to be worth US$21.7bn by 2025, is falling headfirst into Gartner’s well-known trough of disillusionment by failing to deliver real organisational value and meet user expectations. The might of marketing has duped clients with hyped promises of illusive actionable insights delivered through fast, sexy interfaces, yet the industry is not delivering the value it promises. This paper explores the reasons behind the failure to deliver this expected value. It will define the terms ‘value’, ‘insight’ and ‘actionable insight’. It will use these definitions to identify where and why industry practice fails to meet these fundamental expectations. A short case study is included to provide an example of how emotion analytics of consumer-generated unstructured text data can help deliver meaningful and genuinely actionable insights.;0;1;Actionable insights | AI | Big Data | Consumer data | Emotion analytics | Hybrid text analytics | NLP | Text analytics | Unstructured text;2020;Strategy and Management | Statistics, Probability and Uncertainty | Marketing;19;Applied Marketing Analytics
310;57216182640;Dahka Z.Y.;Dahka;University of Tehran;Tehran;Iran;User response to e-WOM in social networks: How to predict a content influence in Twitter;International Journal of Internet Marketing and Advertising;"The purpose of this research is to find influential factors on electronic word-of-mouth effectiveness for e-retailers in Twitter social media, applying data mining and text mining techniques and through R programming language. The relationship between using hashtag, mention, media and link in the tweet content, length of the content, the time of being posted and the number of followers and followings with the influence of e-WOM is analysed. 48,129 tweets about two of the most famous American e-retailers, Amazon and eBay, are used as samples; results show a strong relationship between the number of followers, followings, the length of the content and the effectiveness of e-WOM and weaker relevance between having media and mention with e-WOM effectiveness on Twitter. Findings of this paper would help e-retailing marketers and managers to know their influential customers in social media channels for viral marketing purpose and advertising campaigns.";8;3;Content influence | Data mining | E-retailing | E-WOM | Electronic word-of-mouth | Social media | Text mining | Twitter;2020;Marketing;64;International Journal of Internet Marketing and Advertising
310;55490674700;Hajiheydari N.;Hajiheydari;Sheffield University Management School;Sheffield;United Kingdom;User response to e-WOM in social networks: How to predict a content influence in Twitter;International Journal of Internet Marketing and Advertising;"The purpose of this research is to find influential factors on electronic word-of-mouth effectiveness for e-retailers in Twitter social media, applying data mining and text mining techniques and through R programming language. The relationship between using hashtag, mention, media and link in the tweet content, length of the content, the time of being posted and the number of followers and followings with the influence of e-WOM is analysed. 48,129 tweets about two of the most famous American e-retailers, Amazon and eBay, are used as samples; results show a strong relationship between the number of followers, followings, the length of the content and the effectiveness of e-WOM and weaker relevance between having media and mention with e-WOM effectiveness on Twitter. Findings of this paper would help e-retailing marketers and managers to know their influential customers in social media channels for viral marketing purpose and advertising campaigns.";8;3;Content influence | Data mining | E-retailing | E-WOM | Electronic word-of-mouth | Social media | Text mining | Twitter;2020;Marketing;64;International Journal of Internet Marketing and Advertising
310;35324988400;Rouhani S.;Rouhani;University of Tehran;Tehran;Iran;User response to e-WOM in social networks: How to predict a content influence in Twitter;International Journal of Internet Marketing and Advertising;"The purpose of this research is to find influential factors on electronic word-of-mouth effectiveness for e-retailers in Twitter social media, applying data mining and text mining techniques and through R programming language. The relationship between using hashtag, mention, media and link in the tweet content, length of the content, the time of being posted and the number of followers and followings with the influence of e-WOM is analysed. 48,129 tweets about two of the most famous American e-retailers, Amazon and eBay, are used as samples; results show a strong relationship between the number of followers, followings, the length of the content and the effectiveness of e-WOM and weaker relevance between having media and mention with e-WOM effectiveness on Twitter. Findings of this paper would help e-retailing marketers and managers to know their influential customers in social media channels for viral marketing purpose and advertising campaigns.";8;3;Content influence | Data mining | E-retailing | E-WOM | Electronic word-of-mouth | Social media | Text mining | Twitter;2020;Marketing;64;International Journal of Internet Marketing and Advertising
311;6603678768;Jena R.;Jena;Institute of Management Technology, Nagpur;Nagpur;India;An empirical case study on Indian consumers' sentiment towards electric vehicles: A big data analytics approach;Industrial Marketing Management;Today, climate change due to global warming is a significant concern to all of us. India's rate of greenhouse gas emissions is increasing day by day, placing India in the top ten emitters in the world. Air pollution is one of the significant contributors to the greenhouse effect. Transportation contributes about 10% of the air pollution in India. The Indian government is taking steps to reduce air pollution by encouraging the use of electric vehicles. But, success depends on consumer's sentiment, perception and understanding towards Electric Vehicles (EV). This case study tried to capture the feeling, attitude, and emotions of Indian consumers' towards electric vehicles. The main objective of this study was to extract opinions valuable to prospective buyers (to know what is best for them), marketers (for determining what features should be advertised) and manufacturers (for deciding what features should be improved) using Deep Learning techniques (e.g Doc2Vec Algorithm, Recurrent Neural Network (RNN), Convolutional Neural Network (CNN)). Due to the very nature of social media data, big data platform was chosen to analyze the sentiment towards EV. Deep Learning based techniques were preferred over traditional machine learning algorithms (Support Vector Machine, Logistic regression and Decision tree, etc.) due to its superior text mining capabilities. Two years data (2016 to 2018) were collected from different social media platform for this case study. The results showed the efficiency of deep learning algorithms and found CNN yield better results in-compare to others. The proposed optimal model will help consumers, designers and manufacturers in their decision-making capabilities to choose, design and manufacture EV.;50;1;Big data | Deep learning | Electric vehicles | India | Sentiment analysis;2020;Marketing;111;Industrial Marketing Management
312;57212277644;Kong D.;Kong;Huazhong University of Science and Technology;Wuhan;China;Helpfulness and economic impact of multidimensional rating systems: Perspective of functional and hedonic characteristics;Journal of Consumer Behaviour;Nowadays, the multidimensional rating systems are increasingly popular in practice to help consumers evaluate multiattribute products or services. This study aims to examine the helpfulness and economic impact of multidimensional rating systems and the moderating effect of product type (ordinary, premium) from the perspective of product line. To identify the different effects of different product characteristics on consumers' behavior, multidimensional ratings and textual reviews are classified into two different sets according to the product attributes (functional, hedonic). Besides, the effects of review valence are considered simultaneously. Econometric analysis and text mining are conducted on the real data from autohome.com, a leading Chinese automobile rating platform. Results show that (a) in terms of perceived helpfulness, reviews with positive functional ratings or with negative hedonic ratings are perceived more helpful for ordinary product, whereas reviews with positive hedonic ratings are perceived more helpful for premium product. (b) Regarding product sales, the impacts of functional and hedonic ratings on product sales are inverted U-shape. Furthermore, for ordinary product, variance of functional ratings has a negative effect on product sales, whereas hedonic ratings variance has an opposite impact. Surprisingly, ordinary product consumers tend to pay more attention to the negative hedonic reviews, whereas premium product consumers concentrate more on the negative functional reviews. In summary, various influences of multidimensional reviews and ratings across product type on review helpfulness and product sales are deeply explored in this study, suggesting that firms' online marketing strategies should be contingent on product type and characteristics.;10;4;NA;2020;Social Psychology | Applied Psychology;60;Journal of Consumer Behaviour
312;57207862673;Yang J.;Yang;Huazhong University of Science and Technology;Wuhan;China;Helpfulness and economic impact of multidimensional rating systems: Perspective of functional and hedonic characteristics;Journal of Consumer Behaviour;Nowadays, the multidimensional rating systems are increasingly popular in practice to help consumers evaluate multiattribute products or services. This study aims to examine the helpfulness and economic impact of multidimensional rating systems and the moderating effect of product type (ordinary, premium) from the perspective of product line. To identify the different effects of different product characteristics on consumers' behavior, multidimensional ratings and textual reviews are classified into two different sets according to the product attributes (functional, hedonic). Besides, the effects of review valence are considered simultaneously. Econometric analysis and text mining are conducted on the real data from autohome.com, a leading Chinese automobile rating platform. Results show that (a) in terms of perceived helpfulness, reviews with positive functional ratings or with negative hedonic ratings are perceived more helpful for ordinary product, whereas reviews with positive hedonic ratings are perceived more helpful for premium product. (b) Regarding product sales, the impacts of functional and hedonic ratings on product sales are inverted U-shape. Furthermore, for ordinary product, variance of functional ratings has a negative effect on product sales, whereas hedonic ratings variance has an opposite impact. Surprisingly, ordinary product consumers tend to pay more attention to the negative hedonic reviews, whereas premium product consumers concentrate more on the negative functional reviews. In summary, various influences of multidimensional reviews and ratings across product type on review helpfulness and product sales are deeply explored in this study, suggesting that firms' online marketing strategies should be contingent on product type and characteristics.;10;4;NA;2020;Social Psychology | Applied Psychology;60;Journal of Consumer Behaviour
312;57212273162;Duan H.;Duan;Huazhong University of Science and Technology;Wuhan;China;Helpfulness and economic impact of multidimensional rating systems: Perspective of functional and hedonic characteristics;Journal of Consumer Behaviour;Nowadays, the multidimensional rating systems are increasingly popular in practice to help consumers evaluate multiattribute products or services. This study aims to examine the helpfulness and economic impact of multidimensional rating systems and the moderating effect of product type (ordinary, premium) from the perspective of product line. To identify the different effects of different product characteristics on consumers' behavior, multidimensional ratings and textual reviews are classified into two different sets according to the product attributes (functional, hedonic). Besides, the effects of review valence are considered simultaneously. Econometric analysis and text mining are conducted on the real data from autohome.com, a leading Chinese automobile rating platform. Results show that (a) in terms of perceived helpfulness, reviews with positive functional ratings or with negative hedonic ratings are perceived more helpful for ordinary product, whereas reviews with positive hedonic ratings are perceived more helpful for premium product. (b) Regarding product sales, the impacts of functional and hedonic ratings on product sales are inverted U-shape. Furthermore, for ordinary product, variance of functional ratings has a negative effect on product sales, whereas hedonic ratings variance has an opposite impact. Surprisingly, ordinary product consumers tend to pay more attention to the negative hedonic reviews, whereas premium product consumers concentrate more on the negative functional reviews. In summary, various influences of multidimensional reviews and ratings across product type on review helpfulness and product sales are deeply explored in this study, suggesting that firms' online marketing strategies should be contingent on product type and characteristics.;10;4;NA;2020;Social Psychology | Applied Psychology;60;Journal of Consumer Behaviour
312;57312793300;Yang S.;Yang;Huazhong University of Science and Technology;Wuhan;China;Helpfulness and economic impact of multidimensional rating systems: Perspective of functional and hedonic characteristics;Journal of Consumer Behaviour;Nowadays, the multidimensional rating systems are increasingly popular in practice to help consumers evaluate multiattribute products or services. This study aims to examine the helpfulness and economic impact of multidimensional rating systems and the moderating effect of product type (ordinary, premium) from the perspective of product line. To identify the different effects of different product characteristics on consumers' behavior, multidimensional ratings and textual reviews are classified into two different sets according to the product attributes (functional, hedonic). Besides, the effects of review valence are considered simultaneously. Econometric analysis and text mining are conducted on the real data from autohome.com, a leading Chinese automobile rating platform. Results show that (a) in terms of perceived helpfulness, reviews with positive functional ratings or with negative hedonic ratings are perceived more helpful for ordinary product, whereas reviews with positive hedonic ratings are perceived more helpful for premium product. (b) Regarding product sales, the impacts of functional and hedonic ratings on product sales are inverted U-shape. Furthermore, for ordinary product, variance of functional ratings has a negative effect on product sales, whereas hedonic ratings variance has an opposite impact. Surprisingly, ordinary product consumers tend to pay more attention to the negative hedonic reviews, whereas premium product consumers concentrate more on the negative functional reviews. In summary, various influences of multidimensional reviews and ratings across product type on review helpfulness and product sales are deeply explored in this study, suggesting that firms' online marketing strategies should be contingent on product type and characteristics.;10;4;NA;2020;Social Psychology | Applied Psychology;60;Journal of Consumer Behaviour
