"";"X";"entry_number";"X._fa";"prism.url";"dc.identifier";"eid";"dc.title";"dc.creator";"prism.publicationName";"prism.issn";"prism.volume";"prism.coverDate";"prism.coverDisplayDate";"prism.doi";"pii";"dc.description";"citedby_count";"prism.aggregationType";"subtype";"subtypeDescription";"author_count..limit";"author_count..total";"author_count..";"authkeywords";"article_number";"source_id";"fund_acr";"fund_no";"fund_sponsor";"openaccess";"openaccessFlag";"prism.eIssn";"prism.issueIdentifier";"prism.pageRange";"freetoread.value..";"freetoreadLabel.value..";"year"
"11";11;11;"true";"https://api.elsevier.com/content/abstract/scopus_id/85136274594";"SCOPUS_ID:85136274594";"2-s2.0-85136274594";"More than a Feeling: Accuracy and Application of Sentiment Analysis";"Hartmann J.";"International Journal of Research in Marketing";"01678116";"40";"2023-03-01";"March 2023";"10.1016/j.ijresmar.2022.05.005";"S0167811622000477";"Sentiment is fundamental to human communication. Countless marketing applications mine opinions from social media communication, news articles, customer feedback, or corporate communication. Various sentiment analysis methods are available and new ones have recently been proposed. Lexicons can relate individual words and expressions to sentiment scores. In contrast, machine learning methods are more complex to interpret, but promise higher accuracy, i.e., fewer false classifications. We propose an empirical framework and quantify these trade-offs for different types of research questions, data characteristics, and analytical resources to enable informed method decisions contingent on the application context. Based on a meta-analysis of 272 datasets and 12 million sentiment-labeled text documents, we find that the recently proposed transfer learning models indeed perform best, but can perform worse than popular leaderboard benchmarks suggest. We quantify the accuracy-interpretability trade-off, showing that, compared to widely established lexicons, transfer learning models on average classify more than 20 percentage points more documents correctly. To form realistic performance expectations, additional context variables, most importantly the desired number of sentiment classes and the text length, should be taken into account. We provide a pre-trained sentiment analysis model (called SiEBERT) with open-source scripts that can be applied as easily as an off-the-shelf lexicon.";11;"Journal";"ar";"Article";100;4;4;"Deep Contextual Language Models | Machine Learning | Meta-Analysis | Natural Language Processing | Sentiment Analysis | Text Mining | Transfer Learning";NA;22833;"DFG";"460037581";"Claussen-Simon-Stiftung";1;TRUE;NA;"1";"75-87";"all";"All Open Access";2023
"12";12;12;"true";"https://api.elsevier.com/content/abstract/scopus_id/85131811168";"SCOPUS_ID:85131811168";"2-s2.0-85131811168";"Automated inference of product attributes and their importance from user-generated content: Can we replace traditional market research?";"Roelen-Blasberg T.";"International Journal of Research in Marketing";"01678116";"40";"2023-03-01";"March 2023";"10.1016/j.ijresmar.2022.04.004";"S0167811622000246";"User-generated content, particularly online product reviews by customers, provide marketers with rich data of customer evaluations of product attributes. This study proposes, benchmarks, and validates a new approach for inferring attribute-level evaluations from user-generated content. Moreover, little is known about whether and when insights from product reviews gained in such a way are consistent with traditional research methods, such as conjoint analysis and satisfaction driver analysis. To provide first insights into this question, the authors apply their approach to a dataset with almost one million product reviews from 52 product categories and run conjoint and satisfaction driver analyses for these categories. Results indicate that the consistency between methods largely varies across product categories. Initial exploratory analyses suggest that consistency might be higher for categories characterized by low experience qualities, high hedonic value, and high customer willingness to post online reviews—but further work will be necessary to validate these findings.";0;"Journal";"ar";"Article";100;3;3;"Conjoint analysis | Involvement | Marketing research automation | Natural language processing | Satisfaction driver analysis | User-generated content";NA;22833;NA;"undefined";NA;0;FALSE;NA;"1";"164-188";NA;NA;2023
"13";13;13;"true";"https://api.elsevier.com/content/abstract/scopus_id/85126004563";"SCOPUS_ID:85126004563";"2-s2.0-85126004563";"Complementing human effort in online reviews: A deep learning approach to automatic content generation and review synthesis";"Carlson K.";"International Journal of Research in Marketing";"01678116";"40";"2023-03-01";"March 2023";"10.1016/j.ijresmar.2022.02.004";"S016781162200009X";"Online product reviews are ubiquitous and helpful sources of information available to consumers for making purchase decisions. Consumers rely on both the quantitative aspects of reviews such as valence and volume as well as textual descriptions to learn about product quality and fit. In this paper we show how new achievements in natural language processing can provide an important assist for different kinds of review-related writing tasks. Working in the interesting context of wine reviews, we demonstrate that machines are capable of performing the critical marketing task of writing expert reviews directly from a fairly small amount of product attribute data (metadata). We conduct a kind of “Turing Test” to evaluate human response to our machine-written reviews and show strong support for the assertion that machines can write reviews that are indistinguishable from those written by experts. Rather than replacing the human review writer, we envision a workflow wherein machines take the metadata as inputs and generate a human readable review as a first draft of the review and thereby assist an expert reviewer in writing their review. We next modify and apply our machine-writing technology to show how machines can be used to write a synthesis of a set of product reviews. For this last application we work in the context of beer reviews (for which there is a large set of available reviews for each of a large number of products) and produce machine-written review syntheses that do a good job – measured again through human evaluation – of capturing the ideas expressed in the reviews of any given beer. For each of these applications, we adapt the Transformer neural net architecture. The work herein is broadly applicable in marketing, particularly in the context of online reviews. We close with suggestions for additional applications of our model and approach as well as other directions for future research.";1;"Journal";"ar";"Article";100;5;5;"Artificial intelligence | Automation | Deep learning | Machine learning | Online reviews | Review synthesis | Wine reviews";NA;22833;NA;"undefined";NA;0;FALSE;NA;"1";"54-74";NA;NA;2023
"14";14;14;"true";"https://api.elsevier.com/content/abstract/scopus_id/85124730460";"SCOPUS_ID:85124730460";"2-s2.0-85124730460";"An online research approach for a dual perspective analysis of brand associations in art museums";"Ranfagni S.";"International Review on Public and Nonprofit Marketing";"18651984";"20";"2023-03-01";"March 2023";"10.1007/s12208-022-00332-8";NA;"The paper develops a research approach that combines digital ethnography with text mining to explore consumers’ perception of a brand and the degree of alignment between brand identity and image. In particular, the paper investigates the alignment between the art museum’s brand identity and the brand image emerging from visitors’ narratives of their experience. The study adopts a mixed methodology based on netnography and text mining techniques. The analysis concerns an art museum’s brand, with the case of the “Opera del Duomo Museum” in Florence. The methodological approach enables a combined investigation of user-generated content in online communities and the company’s online brand communication, contributing to identifying branding actions that can be taken to increase the brand alignment. It also enables the measurement of the degree of alignment between museums and visitors among common brand themes. Specific indicators of alignment are provided. A key point is the replicability of the model in other contexts of analysis in which the content produced by consumers in online contexts are relevant and readily available, such as fashion or food.";0;"Journal";"ar";"Article";100;3;3;"Art museum | Brand identity | Brand image | Digital ethnography | Text mining | User-generated content";NA;17500155141;NA;"undefined";NA;1;TRUE;"18651992";"1";"149-167";"all";"All Open Access";2023
"15";15;15;"true";"https://api.elsevier.com/content/abstract/scopus_id/85124726420";"SCOPUS_ID:85124726420";"2-s2.0-85124726420";"Analyzing competitive market structures based on online consumer-generated content and sales data";"Won E.J.S.";"Asia Pacific Journal of Marketing and Logistics";"13555855";"35";"2023-02-09";"9 February 2023";"10.1108/APJML-08-2021-0616";NA;"Purpose: This study aims to provide a way to derive inter-brand similarities from user-generated content on online brand forums, which enables the authors to analyze the market structures based on consumers' actual information searching and sharing behavior online. This study further presents a method for deriving inter-brand similarities from data on how the sales of competing brands covary over time. The results obtained by the above two methods are compared to each other. Design/methodology/approach: In drawing similarities between brands, the authors utilized a newly proposed measure that modified the lift measure. The derived similarity information was applied to multidimensional scaling (MDS) to analyze the perceived market structure. The authors applied the proposed methodology to the imported car market in South Korea. Findings: In light of some clear information such as the country of origin, the market structure derived from the presented methodology was seen to accurately reflect the consumer's perception of the market. A significant relevance has been found between the results derived from user-generated online content and sales data. Originality/value: The presented method allows marketers to track changes in competitive market structures and identify their major competitors quickly and cost-effectively. This study can contribute to improving the utilization of the overflowing information in the big data era by proposing methods of linking new types of online data with existing market research methods.";1;"Journal";"ar";"Article";100;3;3;"Brand positioning | Inter-brand similarity | Lift measure | Perceptual mapping | Text mining";NA;21100395911;"MSIP";"NRF-2020R1A2C2099665";"Ministry of Science, ICT and Future Planning";0;FALSE;"17584248";"2";"307-322";NA;NA;2023
"16";16;16;"true";"https://api.elsevier.com/content/abstract/scopus_id/85123861514";"SCOPUS_ID:85123861514";"2-s2.0-85123861514";"Privacy considerations for online advertising: a stakeholder’s perspective to programmatic advertising";"Cooper D.A.";"Journal of Consumer Marketing";"07363761";"40";"2023-02-07";"7 February 2023";"10.1108/JCM-04-2021-4577";NA;"Purpose: Privacy considerations have become a topic with increasing interest from academics, industry leaders and regulators. In response to consumers’ privacy concerns, Google announced in 2020 that Chrome would stop supporting third-party cookies in the near future. At the same time, advertising technology companies are developing alternative solutions for online targeting and consumer privacy controls. This paper aims to explore privacy considerations related to online tracking and targeting methods used for programmatic advertising (i.e. third-party cookies, Privacy Sandbox, Unified ID 2.0) for a variety of stakeholders: consumers, AdTech platforms, advertisers and publishers. Design/methodology/approach: This study analyzes the topic of internet user privacy concerns, through a multi-pronged approach: industry conversations to collect information, a comprehensive review of trade publications and extensive empirical analysis. This study uses two methods to collect data on consumer preferences for privacy controls: a survey of a representative sample of US consumers and field data from conversations on web-forums created by tech professionals. Findings: The results suggest that there are four main segments in the US internet user population. The first segment, consisting of 26% of internet users, is driven by a strong preference for relevant ads and includes consumers who accept the premises of both Privacy Sandbox and Unified ID (UID) 2.0. The second segment (26%) includes consumers who are ambivalent about both sets of premises. The third segment (34%) is driven by a need for relevant ads and a strong desire to prevent advertisers from aggressively collecting data, with consumers who accept the premises of Privacy Sandbox but reject the premises of UID 2.0. The fourth segment (15% of consumers) rejected both sets of premises about privacy control. Text analysis results suggest that the conversation around UID 2.0 is still nascent. Google Sandbox associations seem nominally positive, with sarcasm being an important factor in the sentiment analysis results. Originality/value: The value of this paper lies in its multi-method examination of online privacy concerns in light of the recent regulatory legislation (i.e. General Data Protection Regulation and California Consumer Privacy Act) and changes for third-party cookies in browsers such as Firefox, Safari and Chrome. Two alternatives proposed to replace third-party cookies (Privacy Sandbox and Unified ID 2.0) are in the proposal and prototype stage. The elimination of third-party cookies will affect stakeholders, including different types of players in the AdTech industry and internet users. This paper analyzes how two alternative proposals for privacy control align with the interests of several stakeholders.";3;"Journal";"ar";"Article";100;5;5;"Google privacy sandbox | Online tracking | Privacy | Privacy sandbox | Programmatic advertising | Third-party cookies | Unified ID 2.0";NA;22897;NA;"undefined";NA;0;FALSE;NA;"2";"235-247";"all";"All Open Access";2023
"17";17;17;"true";"https://api.elsevier.com/content/abstract/scopus_id/85145700935";"SCOPUS_ID:85145700935";"2-s2.0-85145700935";"Vertical Versus Horizontal Variance in Online Reviews and Their Impact on Demand";"Lee N.";"Journal of Marketing Research";"00222437";"60";"2023-02-01";"February 2023";"10.1177/00222437221107549";NA;"This article examines the differential impact of variances in the quality and taste comments found in online customer reviews on firm sales. Using an analytic model, the authors show that although increased variance in consumer reviews about taste mismatch normally decreases subsequent demand, it can increase demand when mean ratings are low and/or quality variance is high. In contrast, increased variance in quality always decreases subsequent demand, although this effect is moderated by the amount of variance in tastes. Since these theoretical demand effects are predicated on the assumption that consumers can differentiate between the two sources of variation in ratings, the authors conduct a survey to test this assumption, demonstrating that participants are indeed able to reliably distinguish quality from taste evaluations in two subsets of 5,000 reviews taken from larger data sets of reviews for 4,305 restaurants and 3,460 hotels. The authors use these responses to construct sets of reviews that they use in a controlled laboratory experiment on restaurant choice, finding strong support for the theoretical predictions. These responses are also used to train classifiers using a bag-of-words model to predict the degree to which each review in the larger data sets relates to quality and/or taste, allowing the authors to estimate the two types of review variances. Finally, the authors estimate the effects of these variances in overall ratings on establishment sales, again finding support for the theoretical results.";0;"Journal";"ar";"Article";100;3;3;"crowdsourced data | machine learning | quality and taste variance | review variance | text analysis | vertical and horizontal content";NA;22961;NA;"undefined";NA;0;FALSE;"15477193";"1";"130-154";NA;NA;2023
"18";18;18;"true";"https://api.elsevier.com/content/abstract/scopus_id/85143324979";"SCOPUS_ID:85143324979";"2-s2.0-85143324979";"Understanding the role of entrepreneurial orientation in creating ambidextrous competitive advantage: a comparative-design, longitudinal study";"Chen Y.C.";"European Journal of Marketing";"03090566";"57";"2023-01-04";"4 January 2023";"10.1108/EJM-08-2021-0661";NA;"Purpose: This research aims to investigate how entrepreneurial orientation influences a firm’s differentiation–cost advantage ambidexterity (DCAA) and performance indirectly through dynamic capabilities, while also investigating the impact of the interactive effect of the level and consistency of entrepreneurial orientation on dynamic capabilities. The goal of this study is to better understand the importance of consistently following an entrepreneurial orientation, as well as the linkage of such a consistently implemented strategy upon gaining both a cost and differentiation positioning enhancement. Design/methodology/approach: Two empirical studies are conducted to test the proposed hypotheses – one longitudinal with multiple forms of data (i.e. text data, survey data and archival data) from 100 Taiwanese electronics firms and the other using primary data from a survey of senior managers. Findings: Entrepreneurial orientation improves dynamic capabilities, which in turn promote superior DCAA and enhanced firm performance. In addition, as captured through a unique measure of consistency allowed through computer-aided text analysis, the results indicate that the effect of entrepreneurial orientation on dynamic capabilities is amplified when a firm consistently adopts entrepreneurial decisions and actions. Research limitations/implications: The specific context was a sample of electronics firms in Taiwan. This limits the generalization of findings, as would be possible with assessing the hypotheses in other industries. Practical implications: This research clearly demonstrates the significance of consistency in pursuing a strategic orientation. The consistent support and deployment of resources facilitates an organization’s achieving positive outcomes associated with an entrepreneurial orientation. Originality/value: While entrepreneurial orientation contributes to firm performance, extant knowledge on the internal process through which entrepreneurial orientation affects performance is relatively limited. The findings not only highlight the full mediating role of dynamic capabilities and DCAA, but also shed light on the importance of consistency in entrepreneurial orientation over time.";0;"Journal";"ar";"Article";100;4;4;"Ambidextrous competitive advantage | Computer-aided text analysis | Dynamic capabilities | Entrepreneurial orientation | Longitudinal design";NA;22199;"MOST";"105-2410-H-034-016-";"Ministry of Science and Technology, Taiwan";0;FALSE;NA;"1";"89-124";NA;NA;2023
"19";19;19;"true";"https://api.elsevier.com/content/abstract/scopus_id/85139679546";"SCOPUS_ID:85139679546";"2-s2.0-85139679546";"Discovering ethnic minority business research directions using text mining and topic modelling";"Moro S.";"Journal of Research in Marketing and Entrepreneurship";"14715201";"25";"2023-01-02";"2 January 2023";"10.1108/JRME-01-2022-0004";NA;"Purpose: This study aims to unveil within the current academic literature the principal directions in the ethnic entrepreneurship and small business marketing research context. Design/methodology/approach: An automated literature analysis procedure was undertaken, attempting to cover all literature published on the subject since 1962. A total of 188 articles were analysed using text mining and topic modelling. Findings: The results show a lack of framing of ethnic entrepreneurship literature outside the narrower scope of migration. Some core themes were found (e.g. network, diversity) around which several other themes orbit, including both related issues to the ethnic factor (e.g. barriers and minorities) and managerial issues (e.g. marketing and production). Originality/value: Ethnic minority business and small business marketing research has seen a growing number of publications. However, a careful review of existing work is missing.";0;"Journal";"re";"Review";100;5;5;"Entrepreneurial marketing | Entrepreneurship | Ethnic entrepreneurs | Ethnic entrepreneurship | Literature analysis | Small business marketing";NA;21100262412;NA;"undefined";NA;0;FALSE;"1471521X";"1";"83-102";"all";"All Open Access";2023
"20";20;20;"true";"https://api.elsevier.com/content/abstract/scopus_id/85137669788";"SCOPUS_ID:85137669788";"2-s2.0-85137669788";"The importance of marketing mix planning and customer orientation for venture capital–financed startups: impacts on valuation, performance, and survival";"Woehler J.";"Journal of Research in Marketing and Entrepreneurship";"14715201";"25";"2023-01-02";"2 January 2023";"10.1108/JRME-08-2021-0098";NA;"Purpose: Existing literature shows that marketing capabilities of new ventures are critical success factors affecting venture capital funding, startup performance and business failure. The purpose of this study is to investigate whether venture capitalists reward extensive marketing strategies in their startup valuation and whether the marketing mix planning and early strategies on customer orientation predict long-term development of startups. Design/methodology/approach: To address these gaps, this study investigate 107 business plans of new ventures which received venture capital based on these planning documents. The authors use computer-aided text analysis and regression analyses. Findings: This study’s findings show that customer orientation has positive effects on new venture performance and intensive marketing mix planning increases the likelihood of survival. However, venture capitalists decrease their startup valuation when they read too much about customer orientation and operative marketing mix planning. Originality/value: This study relies on unique internal documents and therefore provides valuable and new insights for research and practice. Further, this study investigate various short- and long-term effects from marketing and customer orientation for a startups’ development.";0;"Journal";"ar";"Article";100;2;2;"Business planning | Customer orientation | Marketing strategy | Startup survival | Venture capital valuation";NA;21100262412;NA;"undefined";NA;0;FALSE;"1471521X";"1";"1-25";NA;NA;2023
"21";21;21;"true";"https://api.elsevier.com/content/abstract/scopus_id/85153032773";"SCOPUS_ID:85153032773";"2-s2.0-85153032773";"Understanding Customer Participation Dynamics: The Case of the Subscription Box";"Umashankar N.";"Journal of Marketing";"00222429";NA;"2023-01-01";"2023";"10.1177/00222429221148978";NA;"Although subscription boxes are incredibly popular, box companies often miss out on the benefits of a subscription model. Customers routinely skip boxes, and even when they do not, they often return products from each box. Hoping to avoid these returns, box companies ask customers to preview upcoming boxes, evaluate delivered boxes, and justify skipped boxes. The authors are interested in how such extensive customer participation can discourage skipping or, even better, encourage spending. An analysis of 30,000 apparel box customers’ repeated preview, feedback, and purchase behavior reveals that, in addition to whether customers participate, the way in which and when they participate matter, and often in counterproductive ways. Specifically, customer participation with the delivered box drives future purchases, whereas participation before and after the delivered box appears to decrease box opt-in and spending. Further, the double-edged nature of customer participation, especially when such participation involves emotionality, has long-lasting effects, indicating the important role of customer participation dynamics in shaping purchase behavior.";0;"Journal";"ar";"Article";100;3;3;"customer journey | customer participation | dynamics | subscription box | text analysis";NA;22951;NA;"undefined";NA;0;FALSE;"15477185";NA;NA;NA;NA;2023
"22";22;22;"true";"https://api.elsevier.com/content/abstract/scopus_id/85152800674";"SCOPUS_ID:85152800674";"2-s2.0-85152800674";"“Inside” versus “outside” trends in consumer research";"Camilleri E.";"Journal of Consumer Psychology";"10577408";NA;"2023-01-01";"2023";"10.1002/jcpy.1349";NA;"Given its multi-faceted nature, consumer research has evinced interest from scholars both within and outside the marketing domain, resulting in ongoing knowledge contributions from a diverse range of disciplines. We conduct a comprehensive review and comparison across both marketing (“inside”) and non-marketing (“outside”) disciplines to identify which topics are most and least focused on within each disciplinary domain and which are emerging as the most impactful. We also identify which of the marketing (FT50) journals are at the forefront of cutting-edge research and demonstrate their contributions to the progression of the most impactful topics in the field. Based on our findings, we identify key gaps and under-researched areas of substantive interest, highlight impactful emerging topics in non-marketing journals where marketing could offer unique perspectives, and provide concrete suggestions and directions to further progress and stimulate consumer research.";0;"Journal";"ar";"Article";100;3;3;"consumer research | consumer research trends | multidisciplinary research | natural language processing | topic modeling";NA;28181;NA;"undefined";NA;1;TRUE;NA;NA;NA;"all";"All Open Access";2023
